,NO_ENTIDADE,CO_ENTIDADE,QT_MAT_BAS_11_14,QT_MAT_BAS_15_17,QT_DESKTOP_ALUNO,QT_COMP_PORTATIL_ALUNO,QT_TABLET_ALUNO,IN_INTERNET_ALUNOS,IN_INTERNET_APRENDIZAGEM,IN_BANDA_LARGA,IN_MATERIAL_PED_MULTIMIDIA,IN_MATERIAL_PED_MUSICAL,IN_MATERIAL_PED_ARTISTICAS,QT_MAT_BAS_FEM,QT_MAT_BAS_MASC,QT_MAT_BAS_D,QT_MAT_BAS_N,QT_MAT_MED_INT,TP_DEPENDENCIA,TP_SITUACAO_FUNCIONAMENTO,DS_ENDERECO,NU_ENDERECO,DS_COMPLEMENTO,NO_BAIRRO,CO_CEP,Latitude,Longitude,SERIE_ANO,CIÊNCIAS,LÍNGUA PORTUGUESA,MATEMÁTICA,MAT_PT_TOTAL
392,ANTONIO SYLVIO DA CUNHA BUENO,35046279,513.0,503.0,10.0,15.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,527.0,562.0,1089.0,0.0,8.0,2,1,ANDREA FELICIANI,501,RUA,CONJUNTO HABITACIONAL PADRE MANOEL DE PAIVA,3591020,-23.5483545,-46.4811097,EM-3ª série,"272,2",272.2,262.2,534.4
393,FRANCISCO PEREIRA DE SOUZA FILHO PROF,35046292,387.0,560.0,15.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,512.0,493.0,1005.0,0.0,26.0,2,1,GONCALVES RIBEIRO,50,RUA,PARQUE PAULISTANO,8080090,-23.4823449,-46.4306454,EM-3ª série,"263,1",268.7,266.6,535.3
394,TERCIO MORAES PEREIRA REV,35046309,5.0,481.0,0.0,80.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,308.0,194.0,502.0,0.0,502.0,2,1,PEDRO SOARES DE ANDRADE,775,RUA,VILA ROSARIA,8021040,-23.5018083,-46.4350502,EM-3ª série,"308,7",294.4,296.6,591.0
395,LUIS GONZAGA TRAVASSOS DA ROSA,35046334,208.0,133.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,271.0,321.0,592.0,0.0,0.0,2,1,AFONSO VIDAL,600,RUA,JARDIM SANTO ANTONIO,5723330,-23.6400831,-46.7328157,EM-3ª série,"273,8",275.0,272.3,547.3
396,ARNALDO LAURINDO PROFESSOR,35046346,270.0,434.0,21.0,15.0,16.0,1.0,1.0,0.0,1.0,0.0,0.0,679.0,692.0,960.0,411.0,11.0,2,1,ALTINO ALVES DE ABREU,110,RUA,PARQUE SANTO ANTONIO,5822000,-23.6635364,-46.7513562,EM-3ª série,"244,1",251.8,250.1,501.9
397,TIAGO ALBERIONE PADRE,35046358,914.0,935.0,20.0,30.0,80.0,1.0,1.0,1.0,1.0,0.0,1.0,1023.0,1065.0,1361.0,727.0,0.0,2,1,ANGELO CRISTIANINI,1434,AVENIDA,CIDADE JULIA,4424000,-23.6900609,-46.6438287,EM-3ª série,"269,6",260.8,251.1,511.9
398,ESTHER GARCIA PROFA EE,35046361,455.0,356.0,17.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,462.0,475.0,852.0,85.0,17.0,2,1,RUA ANTONIO CARLOS BENJAMIM DOS SANTOS,858,AVENIDA,JARDIM MYRNA,4856070,-23.7478182,-46.69762,EM-3ª série,"278,1",273.8,270.6,544.4000000000001
399,MARIA DE LOURDES ALMEIDA SINISGALLI PROFA,35048033,513.0,374.0,19.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,417.0,518.0,652.0,283.0,7.0,2,1,AV. PROFESSOR HERMGENES DE FREITAS LEITAO,4946,AVENIDA,PARELHEIROS,4865000,-23.8110633,-46.714638,EM-3ª série,"236,2",234.5,227.5,462.0
400,JOAO BAPTISTA ALVES SILVA PROF,35048616,577.0,500.0,17.0,26.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,580.0,537.0,1117.0,0.0,0.0,2,1,MANUEL VIEIRA DA LUZ,384,RUA,SITIO DO PIQUERI,2318020,-23.4502836,-46.5851354,EM-3ª série,280,264.3,257.3,521.6
401,ROMEU MONTORO,35048636,243.0,300.0,14.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,273.0,306.0,579.0,0.0,302.0,2,1,LUIS JULIANI,422,RUA,JARDIM ADUTORA,3978270,-23.6172088,-46.506279,EM-3ª série,"260,5",263.8,267.7,531.5
402,PAULO LAURO DR,35048641,470.0,321.0,20.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,399.0,428.0,827.0,0.0,297.0,2,1,VITALINO DOS SANTOS,85,RUA,PARQUE SAVOY CITY,3570160,-23.5627673,-46.4870325,EM-3ª série,"280,2",273.8,270.8,544.6
403,MOACYR AMARAL DOS SANTOS,35048653,281.0,270.0,17.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,273.0,301.0,574.0,0.0,0.0,2,1,CARLOS BELLEVILLE,22,RUA,JARDIM BURITI,8320880,-23.62454257,-46.47811309,EM-3ª série,"276,3",278.3,257.5,535.8
404,RUTH CABRAL TRONCARELLI PROFESSORA,35048689,613.0,595.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,598.0,676.0,1274.0,0.0,0.0,2,1,ANTONIO GANDINI,690,RUA,ITAQUERA,8215460,-23.5383277,-46.440229,EM-3ª série,"265,8",267.8,262.8,530.6
405,CICERO CANUTO DE LIMA PASTOR,35048719,468.0,268.0,22.0,0.0,18.0,1.0,1.0,1.0,0.0,1.0,1.0,847.0,800.0,1335.0,312.0,0.0,2,1,CIPOTUBA,37,RUA,MORRO DO INDIO,5873190,-23.688263,-46.777831,EM-3ª série,"262,2",256.7,255.1,511.79999999999995
406,ARISTON DE OLIVEIRA PROFESSOR TENENTE,35048720,681.0,778.0,18.0,1.0,26.0,0.0,1.0,1.0,0.0,0.0,0.0,772.0,831.0,1206.0,397.0,1.0,2,1,JOAO DA CRUZ E SOUSA,444,RUA,JARDIM DAS ROSAS ZONA SUL,5893000,-23.6577621,-46.7897576,EM-3ª série,"262,5",257.0,258.7,515.7
407,SOICHI MABE,35048744,957.0,886.0,4.0,10.0,20.0,1.0,1.0,1.0,0.0,0.0,1.0,966.0,1011.0,1335.0,642.0,8.0,2,1,AMARO GOMES,24,RUA,JARDIM ARACATI,4949120,-23.7201001,-46.7702351,EM-3ª série,"253,3",253.9,244.9,498.8
408,ELIZABETH APARECIDA SIMOES MESQUITA PROFESSORA,35072503,366.0,249.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,311.0,338.0,649.0,0.0,229.0,2,1,JOSE DA NATIVIDADE SALDANHA,SN,AVENIDA,VILA PENTEADO,2844130,-23.47065,-46.68578,EM-3ª série,"257,9",261.1,246.3,507.40000000000003
409,WANDER TAFFO MUSICO,35121484,222.0,154.0,18.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,192.0,195.0,387.0,0.0,127.0,2,1,MANGUALDE,427,RUA,PARQUE SANTO ANTONIO,5851260,-23.6656048,-46.7608049,EM-3ª série,"279,1",239.4,220.1,459.5
410,THAYANE LUZIMARA COSTA VALCACER PROFESSORA,35130321,296.0,254.0,17.0,14.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,435.0,442.0,720.0,157.0,0.0,2,1,FRIEDRICH VON VOITH,1790,RUA,JARDIM SAO JOAO JARAGUA,2995000,-23.4363629,-46.7395743,EM-3ª série,"299,3",268.9,244.2,513.0999999999999
411,REPUBLICA DA COLOMBIA,35130333,211.0,456.0,18.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,357.0,377.0,468.0,266.0,0.0,2,1,RENDEIRA,926,RUA,JARDIM VISTA ALEGRE,2878160,-23.4538025,-46.6857181,EM-3ª série,"248,2",234.7,241.9,476.6
412,JARDIM CAPELA IV,35191224,511.0,530.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,635.0,679.0,1314.0,0.0,11.0,2,1,BARONESA,100,ESTRADA,PARQUE BOLOGNE,4941175,-23.7185865,-46.782174,EM-3ª série,"273,5",263.8,255.4,519.2
413,EUDORO VILLELA,35191905,269.0,564.0,27.0,0.0,72.0,1.0,1.0,0.0,0.0,0.0,1.0,449.0,479.0,620.0,308.0,0.0,2,1,GUAVIRUTUBA,600,ESTRADA,VILA BOM JARDIM,4937000,-23.685314,-46.7645334,EM-3ª série,"279,5",266.5,258.7,525.2
414,MARILSA GARBOSSA FRANCISCO PROFESSORA,35191917,251.0,163.0,27.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,359.0,428.0,787.0,0.0,13.0,2,1,PAULO LEMORE,,RUA,JARDIM SAO LUIS,5844190,-23.66160693,-46.74156678,EM-3ª série,"255,6",269.2,259.4,528.5999999999999
415,RECANTO VERDE SOL,35267983,447.0,438.0,12.0,34.0,10.0,1.0,1.0,1.0,0.0,1.0,1.0,742.0,755.0,1006.0,491.0,0.0,2,1,PEDRO RAMAZZANI,73,RUA,RECANTO VERDE DO SOL,8381800,-23.6137722,-46.4197669,EM-3ª série,"264,6",262.9,253.6,516.5
416,MARIA HELENA GONCALVES DE ARRUDA PROFESSORA,35269359,250.0,375.0,14.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,372.0,426.0,596.0,202.0,0.0,2,1,CANTIDIO SAMPAIO DEPUTADO,4678,AVENIDA,VILA SOUZA,2860001,-23.4474303,-46.7026132,EM-3ª série,250,256.6,249.5,506.1
417,FERNANDO GASPARIAN,35269384,525.0,583.0,16.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,643.0,707.0,990.0,360.0,1.0,2,1,LUSTER,216,RUA,JARDIM UMUARAMA,5783150,-23.6466402,-46.7703762,EM-3ª série,"256,9",254.2,252.5,506.7
418,PAULO KOBAYASHI,35283903,438.0,304.0,10.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,391.0,383.0,774.0,0.0,0.0,2,1,RUA GURGUEIA,SN,RUA,UNIAO DE VILA NOVA,8072132,-23.484266,-46.4581015,EM-3ª série,"254,3",261.8,261.3,523.1
419,LUIS AMBRA DESEMBARGADOR,35284300,564.0,586.0,7.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,642.0,692.0,844.0,490.0,0.0,2,1,ALTOLANDIA,110,RUA,PARQUE DOM JOAO NERI,8151280,-23.5213013,-46.4048635,EM-3ª série,"249,4",248.5,250.9,499.4
420,BELIZE,35284324,290.0,371.0,14.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,593.0,624.0,852.0,365.0,0.0,2,1,CAROLINA VOVO,SN,ESTRADA,GUAIANAZES,8473370,-23.59469731,-46.41932927,EM-3ª série,"243,9",252.8,246.1,498.9
421,OSCAR DIAS CORREIA MINISTRO,35290543,314.0,360.0,16.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,606.0,622.0,917.0,311.0,0.0,2,1,ALEXIOS JAFET,1800,AVENIDA,JARDIM IPANEMA ZONA OESTE,5187010,-23.4399404,-46.7504377,EM-3ª série,"248,5",270.0,258.3,528.3
422,REPUBLICA DO PANAMA,35297501,381.0,957.0,18.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,798.0,763.0,1053.0,508.0,0.0,2,1,PIEMONTE DA BORBOREMA,75,RUA,VILA NOVA DAS BELEZAS,5777120,-23.6411595,-46.7462306,EM-3ª série,264,271.4,266.9,538.3
423,TERUKO UEDA YAMAGUTI PROFESSORA,35409169,487.0,602.0,27.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,788.0,798.0,1166.0,420.0,21.0,2,1,AMADEU GIUSTI,52,RUA,JARDIM SANTA CRUZ SACOMA,4182080,-23.6398472,-46.5969908,EM-3ª série,"279,3",257.7,256.5,514.2
424,JUAN CARLOS ONETTI ESCRITOR,35412173,311.0,418.0,0.0,17.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,361.0,420.0,781.0,0.0,441.0,2,1,RUA CAMUTANGA,SN,RUA,CONJUNTO JOSE BONIFACIO,8260340,-23.566275,-46.42583167,EM-3ª série,"250,6",261.4,255.7,517.0999999999999
425,JOSE EPHIM MINDLIN,35415443,677.0,631.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,654.0,691.0,1008.0,337.0,10.0,2,1,AUGUSTO TEIXEIRA,101,RUA,PARQUE PLANALTO,4841160,-23.7397743,-46.6861745,EM-3ª série,"273,6",271.6,272.1,543.7
426,JARDIM PEDRA BRANCA,35433482,259.0,363.0,27.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,485.0,582.0,1067.0,0.0,19.0,2,1,BEGONIA REAL,200,RUA,JARDIM PEDRA BRANCA,8490850,-23.5821009,-46.4198661,EM-3ª série,"249,4",252.2,253.4,505.6
427,ROSA INES BORNIA MOREIRA PROFESSORA,35437050,413.0,359.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,385.0,466.0,687.0,164.0,0.0,2,1,ESTRADA DO ALVARENGA,5112,RUA,SETE PRAIAS,4476050,-23.7136145,-46.6353004,EM-3ª série,"278,4",272.5,266.4,538.9
428,NAIR OLEGARIO CAJUEIRO,35438042,149.0,144.0,16.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,158.0,156.0,314.0,0.0,164.0,2,1,CATALDO PARRILHA,215,A,JARDIM SANTA MARGARIDA,4930055,-23.6808343,-46.7515471,EM-3ª série,"294,7",267.5,273.5,541.0
429,SITIO CONCEICAO,35438112,370.0,690.0,10.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,689.0,677.0,901.0,465.0,0.0,2,1,WILSON FERNANDO S.CARVALHO,35,RUA,CONJUNTO HABITACIONAL SITIO CONCEICAO,8473000,-23.5784762,-46.3916883,EM-3ª série,"261,6",254.5,251.6,506.1
430,JARDIM SANTO ANDRE III,35447663,434.0,640.0,34.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,585.0,572.0,1157.0,0.0,19.0,2,1,MIGUEL FERREIRA DE MELO,50 A,RUA,JARDIM SANTO ANDRE,8390000,-23.63065592,-46.44386549,EM-3ª série,"274,9",268.6,259.4,528.0
431,RAIMUNDO SERAFIM DE LIMA INSPETOR,35461295,382.0,406.0,19.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,392.0,466.0,858.0,0.0,23.0,2,1,BENTO BARROSO PEREIRA,SN,RUA,JARDIM SAO FRANCISCO DE ASSIS,5815085,-23.6611215,-46.7361487,EM-3ª série,"293,5",286.0,281.4,567.4
432,ILHA DA JUVENTUDE,35463061,1.0,391.0,9.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,211.0,213.0,424.0,0.0,424.0,2,1,RUA ILHA DA JUVENTUDE,100,RUA,VILA NOVA BRASILANDIA,2820000,-23.44991951,-46.71549937,EM-3ª série,277,289.7,276.7,566.4
433,ILDA VIEIRA VILELA,35472505,4.0,1289.0,0.0,15.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,789.0,759.0,1028.0,520.0,3.0,2,1,CANAL DE COCAIA,1699,,PARQUE RESIDENCIAL COCAIA,4849032,-23.7426131,-46.6697511,EM-3ª série,271,269.0,259.3,528.3
434,JARDIM NORONHA V,35479081,595.0,512.0,20.0,10.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,578.0,630.0,863.0,345.0,7.0,2,1,RUFINO ZADO,SN,RUA,JARDIM NORONHA,4853070,-23.7680698,-46.6770702,EM-3ª série,"267,3",270.3,257.6,527.9000000000001
435,EUNICE MARQUES MOURA BASTOS PROFA,35900060,399.0,434.0,10.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,705.0,711.0,1075.0,341.0,0.0,2,1,NARCEJA,100,RUA,VILA NOVA CURUCA,8032340,-23.51633049,-46.42608158,EM-3ª série,"244,6",256.8,247.9,504.70000000000005
436,LEILA SABINO PROFESSORA,35900102,400.0,262.0,15.0,19.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,431.0,480.0,911.0,0.0,18.0,2,1,SILVILINO MANTOVANINI,300,RUA,JARDIM RIVIERA,4925040,-23.7057009,-46.7456332,EM-3ª série,"271,4",246.0,252.2,498.2
437,EDUARDO GOMES BRIGADEIRO COHAB,35901684,367.0,1243.0,7.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,872.0,1037.0,1170.0,739.0,0.0,2,1,JOAO AMADO COUTINHO,1010,RUA,CONJUNTO RESIDENCIAL ELISIO TEIXEIRA LEITE,2815000,-23.4416242,-46.7120321,EM-3ª série,"258,6",257.3,254.1,511.4
438,MIGUEL SANSIGOLO PROF,35901702,530.0,470.0,20.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,501.0,543.0,1044.0,0.0,473.0,2,1,FRANCISCO DA ROCHA,157,RUA,JARDIM IVA,3921130,-23.5893207,-46.5144851,EM-3ª série,"251,8",240.1,245.6,485.7
439,CAMILO MARIA CAVALHEIRO DOM,35901714,359.0,357.0,18.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,341.0,411.0,752.0,0.0,12.0,2,1,GARUVA,55,RUA,JARDIM SANTA MARIA,3576160,-23.5545294,-46.5081816,EM-3ª série,"274,6",266.7,264.6,531.3
440,JOSE BUSTAMANTE DEPUTADO,35901726,609.0,590.0,12.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,611.0,717.0,1028.0,300.0,7.0,2,1,ANTONIO DE CAMARGO ORTIZ,2,RUA,PARQUE SANTA AMELIA,8122270,-23.4967257,-46.3749663,EM-3ª série,"268,6",257.7,256.5,514.2
441,AMADOR E CATHARINA SAPORITO AUGUSTO,35901748,151.0,319.0,18.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,424.0,419.0,679.0,164.0,0.0,2,1,AMARO OLIVEIRA LIMA,251,RUA,PARQUE ESMERALDA,5784010,-23.6200844,-46.7628967,EM-3ª série,"283,8",272.2,267.4,539.5999999999999
442,JOSE PORPHYRIO DA PAZ,35901751,321.0,456.0,8.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,394.0,463.0,857.0,0.0,0.0,2,1,JOSE ALVES DA SILVA,870,RUA,PARQUE NOVO SANTO AMARO,5874000,-23.697642,-46.7848989,EM-3ª série,"269,3",266.6,259.4,526.0
443,HERMINIO SACCHETTA,35901799,227.0,192.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,317.0,400.0,717.0,0.0,0.0,2,1,PAULO GUILGUER REIMBERG,9865,AVENIDA,PARQUE MARIA FERNANDES,4858570,-23.81571833,-46.670215,EM-3ª série,"255,9",252.0,244.6,496.6
444,SHIRO KYONO DEPUTADO,35902226,216.0,616.0,5.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,639.0,685.0,1008.0,316.0,25.0,2,1,TOMAS DE SANTA MARIA,245,RUA,CONJUNTO HABITACIONAL TEOTONIO VILELA,3928170,-23.6055173,-46.5042257,EM-3ª série,"270,2",256.7,256.3,513.0
445,MARGARIDA MARIA ALVES,35902263,578.0,598.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,680.0,723.0,1110.0,293.0,13.0,2,1,DIAMANTE VERDE,180,RUA,PARQUE INDEPENDENCIA,5880280,-23.6861477,-46.7882171,EM-3ª série,"284,1",267.3,263.2,530.5
446,IRMA CHARLITA,35902287,631.0,387.0,17.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,726.0,803.0,1302.0,227.0,10.0,2,1,ADELIA DA SILVA MENDES,700,RUA,PARQUE COCAIA,4850020,-23.75271457,-46.6803745,EM-3ª série,"277,3",266.3,270.0,536.3
447,EUGENIO MARIZ DE OLIVEIRA NETTO,35902305,346.0,236.0,18.0,5.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,487.0,520.0,820.0,187.0,0.0,2,1,RUA DONA VIRGNIA,100,RUA,CHACARA VISTA ALEGRE,4922120,-23.6929459,-46.7422239,EM-3ª série,"270,7",265.1,263.7,528.8
448,FRANCISCO ALVES MOURAO PROFESSOR,35902500,978.0,645.0,20.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,861.0,898.0,1307.0,452.0,0.0,2,1,RUA ADELINA MARIA DE JESUS,15,RUA,JARDIM APURA,4470261,-23.7104515,-46.6583715,EM-3ª série,"262,5",250.0,259.8,509.8
449,MIGUEL MUNHOZ FILHO,35902512,634.0,607.0,19.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,627.0,722.0,1031.0,318.0,0.0,2,1,AGOSTINHO RUBIN,301,AVENIDA,JARDIM GERMANIA,5848000,-23.65845333,-46.75969167,EM-3ª série,"270,5",261.3,263.6,524.9000000000001
450,PAULO ROBERTO FAGGIONI PROFESSOR,35902573,373.0,594.0,10.0,52.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,516.0,534.0,1050.0,0.0,0.0,2,1,TABACARANA,10,RUA,LIMOEIRO,8051100,-23.5172284,-46.4697622,EM-3ª série,"263,8",250.9,248.7,499.6
451,NEYDY DE CAMPOS MELGES PROF,35902597,676.0,468.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1012.0,1010.0,1343.0,679.0,0.0,2,1,MARGARIDA CARLOS DE ALBUQUERQUE,288,RUA,JARDIM LAURA,8142260,-23.519761,-46.3845295,EM-3ª série,254,252.3,247.5,499.8
452,ANTONIETA DE SOUZA ALCANTARA,35902615,413.0,360.0,3.0,69.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,693.0,727.0,1069.0,351.0,0.0,2,1,PRANTO DE POETA,101,,JARDIM DA LARANJEIRA ZONA LESTE,8381015,-23.60716751,-46.43386058,EM-3ª série,"253,7",251.4,254.4,505.8
453,CESAR DONATO CALABREZ,35902627,334.0,518.0,23.0,16.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,679.0,698.0,873.0,504.0,1.0,2,1,INACIO MONTEIRO,1391,RUA,JARDIM SAO PAULOZONA LESTE,8490000,-23.5667458,-46.4040436,EM-3ª série,"256,6",252.4,247.9,500.3
454,JOAO CAMARGO PROF,35902639,553.0,589.0,26.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,856.0,860.0,1452.0,264.0,0.0,2,1,ANGELO DE CANDIA,2868,RUA,CIDADE SAO MATEUS,3958000,-23.6051279,-46.4785415,EM-3ª série,258,246.2,241.4,487.6
455,FERNANDO MAURO PIRES DA ROCHA DEPUTADO,35902724,245.0,213.0,24.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,392.0,460.0,852.0,0.0,18.0,2,1,JOSE PINTO,10,RUA,CIDADE TIRADENTES,8471520,-23.60573,-46.40305,EM-3ª série,"246,2",234.0,228.7,462.7
456,JULIETA FARAO PROFA,35902792,163.0,72.0,7.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,231.0,277.0,508.0,0.0,0.0,2,1,BATISTA FERGUSIO,1754,RUA,VILA CARDOSO FRANCO,3978180,-23.6252599,-46.5057574,EM-3ª série,"266,9",262.5,254.6,517.1
457,ARTHUR CHAGAS JUNIOR PROF,35902809,278.0,337.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,548.0,628.0,948.0,228.0,10.0,2,1,FRANCESCO USPER,951,RUA,CONJUNTO HABITACIONAL TEOTONIO VILELA,3928235,-23.6040963,-46.4967363,EM-3ª série,"235,3",250.5,252.7,503.2
458,JOZINEIDE PEREIRA GAUDINO,35902810,223.0,143.0,26.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,342.0,355.0,697.0,0.0,24.0,2,1,JOAQUIM MEIRA DE SIQUEIRA,200,RUA,JARDIM NOSSA SENHORA DO CARMO,8275490,-23.5756521,-46.48509,EM-3ª série,"254,6",258.1,246.0,504.1
459,MARCELO TULMAN NETO,35902834,247.0,285.0,14.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,287.0,314.0,601.0,0.0,322.0,2,1,RUA BELADONA,372,RUA,JD MIRAGAIA,8161330,-23.5035254,-46.4165425,EM-3ª série,259,250.3,248.5,498.8
460,FRANCISCO PARENTE,35902861,426.0,395.0,10.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,566.0,619.0,779.0,406.0,0.0,2,1,RUA TOSHIO YOSHIDA,11,RUA,VILA ODETE,8111710,-23.4843311,-46.3801659,EM-3ª série,"248,3",241.5,243.1,484.6
461,TANCREDO DE ALMEIDA NEVES PRES,35902901,569.0,317.0,1.0,12.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,823.0,883.0,1399.0,307.0,0.0,2,1,PAULO GUILGUER REIMBERG,2448,AVENIDA,JARDIM NOVO HORIZONTE,4856200,-23.7767129,-46.696573,EM-3ª série,"272,5",277.3,265.4,542.7
462,CHRISTIANO ALTENFELDER SILVA DOUTOR,35902913,739.0,722.0,21.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,868.0,873.0,1279.0,462.0,1.0,2,1,JULIA MAMEIA,45,RUA,JARDIM SANTA FE ZONA SUL,4859100,-23.7649785,-46.7035536,EM-3ª série,"266,3",267.7,260.2,527.9
463,CALHIM MANOEL ABUD,35902925,524.0,625.0,20.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,714.0,730.0,1260.0,184.0,19.0,2,1,OSCAR FERNANDES,SN,RUA,VILA CALIFORNIAZONA SUL,4775090,-23.68542778,-46.70185913,EM-3ª série,"288,4",278.8,280.4,559.2
464,JOAO XXIII,35904173,206.0,814.0,12.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,778.0,803.0,896.0,685.0,0.0,2,1,AVENIDA VATICANO,245,RUA,JARDIM JOAO XXIII,5569120,-23.60189,-46.79489,EM-3ª série,"253,8",254.1,251.6,505.7
465,LEONIDAS HORTA DE MACEDO PROFESSOR,35904247,2.0,586.0,12.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,343.0,375.0,467.0,251.0,0.0,2,1,MIGUEL RIBAS,11,RUA,JARDIM IPANEMA ZONA OESTE,5187270,-23.4458162,-46.7499978,EM-3ª série,"270,3",267.8,257.0,524.8
466,MARILENA PIUMBATO CHAPARRO PROFESSORA,35904259,322.0,455.0,18.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,521.0,629.0,753.0,397.0,0.0,2,1,BOAVENTURA PEREIRA,235,RUA,PARQUE ANHANGUERA SAO DOMINGOS,5158240,-23.4911848,-46.7600507,EM-3ª série,"262,9",252.9,254.6,507.5
467,FERNANDO PESSOA,35904284,15.0,431.0,15.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,452.0,489.0,941.0,0.0,17.0,2,1,RUA PADRE ALDEMAR MOREIRA,200,RUA,CIDADE TIRADENTES,8471010,-23.5998736,-46.3995848,EM-3ª série,265,251.8,247.2,499.0
468,MARIUMA BUAZAR MAUAD,35904296,371.0,457.0,10.0,18.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,457.0,454.0,646.0,265.0,0.0,2,1,RUA PADRE ALDEMAR MOREIRA,461,RUA,CIDADE TIRADENTES,8471010,-23.59908,-46.39622,EM-3ª série,254,256.2,248.4,504.6
469,AQUILINO RIBEIRO,35904302,413.0,435.0,25.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,891.0,806.0,1022.0,675.0,13.0,2,1,ONOFRE LEITE MEIRELLES,1,RUA,JARDIM SAO PAULOZONA LESTE,8461620,-23.56239353,-46.40567706,EM-3ª série,"246,8",251.1,247.0,498.1
