,NO_ENTIDADE,QT_MAT_BAS_11_14,QT_MAT_BAS_15_17,QT_DESKTOP_ALUNO,QT_COMP_PORTATIL_ALUNO,QT_TABLET_ALUNO,IN_INTERNET_ALUNOS,IN_INTERNET_APRENDIZAGEM,IN_BANDA_LARGA,IN_MATERIAL_PED_MULTIMIDIA,IN_MATERIAL_PED_MUSICAL,IN_MATERIAL_PED_ARTISTICAS,QT_MAT_BAS_FEM,QT_MAT_BAS_MASC,QT_MAT_BAS_D,QT_MAT_BAS_N,QT_MAT_MED_INT,TP_DEPENDENCIA,TP_SITUACAO_FUNCIONAMENTO,DS_ENDERECO,NU_ENDERECO,DS_COMPLEMENTO,NO_BAIRRO,CO_CEP,Latitude,Longitude,COMPS_PER_STUDENT,STUDENTS_11_17
914,PUZZLE EDUCACAO BILINGUE MULTICULTURAL,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,54.0,51.0,105.0,0.0,0.0,4,1,DOUTOR JESUINO MACIEL,1690,,CAMPO BELO,4615004,-23.62460581,-46.66604901,0.0,0.0
915,ESC PART APRENDER E SONHAR E E I,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,37.0,43.0,80.0,0.0,0.0,4,1,RUA FREDERICO RENE DE JAEGHER,1988,,RIO BONITO,4826000,-23.72653236,-46.71516546,,0.0
916,CR P CONV KADOSH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,57.0,40.0,97.0,0.0,0.0,4,1,DAS VIOLETAS,35,,JARDIM PEROLA II,8474427,-23.58869418,-46.38313983,,0.0
917,CR P CONV ALEGRETTI,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,39.0,60.0,99.0,0.0,0.0,4,1,DIORAMA,105,,JARDIM JUREMA,3908070,-23.58089858,-46.50554813,,0.0
918,CR P CONV DESENHANDO O AMANHA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,51.0,60.0,111.0,0.0,0.0,4,1,RODRIGUES SEIXAS,388,,CIDADE LIDER,8280130,-23.56284435,-46.47543155,,0.0
919,CR P CONV SANTA DULCE DOS POBRES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,82.0,153.0,0.0,0.0,4,1,FLORINDO NICASTRO MALANCONI,125,,JARDIM NOVE DE JULHO,3948060,-23.59205401,-46.49120112,,0.0
920,COLEGIO MULTI,0.0,0.0,0.0,1.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,30.0,39.0,69.0,0.0,0.0,4,1,NAZARE REZEK FARAH,30,,VILA SANTA CATARINA,4367050,-23.64979147,-46.6668593,0.0,0.0
921,CR P CONV VOVO MARGARIDA,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,53.0,50.0,103.0,0.0,0.0,4,1,MONTEMAGNO,2804,,CHACARA BELENZINHO,3379005,-23.573664,-46.53898272,,0.0
922,CR P CONV CRESCER E APRENDER,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,51.0,84.0,0.0,0.0,4,1,DOUTOR ARTUR NEIVA,335,,VILA UNIVERSITARIA,5359200,-23.4929,-46.4267,0.0,0.0
923,CR P CONV CRESCER E APRENDER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,41.0,70.0,0.0,0.0,4,1,JOSE AUGUSTO ESCOBAR,180,,JARDIM SANTO ELIAS SAO MIGUEL,8022290,-23.4929,-46.4267,,0.0
924,CR P CONV CRESCER E APRENDER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,53.0,47.0,100.0,0.0,0.0,4,1,GIROLAMO CARDANO,86,,JARDIM COIMBRA,3693060,-23.4929,-46.4267,,0.0
925,CR P CONV SONHO COLORIDO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,125.0,135.0,260.0,0.0,0.0,4,1,DAS PLEIADES,65,,JARDIM MARIA AMALIA,4858550,-23.77188218,-46.71295758,,0.0
926,CR P CONV SANTA IZABEL I,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,75.0,91.0,166.0,0.0,0.0,4,1,JOSE BEZERRA FILHO,1145,,PARQUE GRAJAU,4842340,-23.74751176,-46.68451727,,0.0
927,CR P CONV VENHA CONOSCO UNIDADE V,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,127.0,139.0,266.0,0.0,0.0,4,1,MOMENTO LIRICO,92,,JARDIM GUANABARA,4860270,-23.76650228,-46.71248243,,0.0
928,CR P CONV PEQUENAS TURQUESAS IV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,94.0,72.0,166.0,0.0,0.0,4,1,GIL DE SILOE,13,,VILA GILDA,4953050,-23.72203922,-46.75560147,,0.0
929,CR P CONV LUZ DO MUNDO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,38.0,40.0,78.0,0.0,0.0,4,1,JOSE FRANCISCO MOREIRA,159,,JARDIM GUAIANAZES,8431290,-23.53897852,-46.4185366,,0.0
930,CENTRO DE ENSINO GRAU TECNICO - UNIDADE BRAS,0.0,9.0,33.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,334.0,141.0,224.0,251.0,0.0,4,1,CELSO GARCIA,278,,BRAS,3014000,-23.53960373,-46.60956724,3.6666666666666665,9.0
931,CR P CONV PEQUENOS GENIOS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,62.0,128.0,0.0,0.0,4,1,GENERAL PORFIRIO DA PAZ,97,,VILA BANCARIA,3918000,-23.69512408,-46.75672281,,0.0
932,CR P CONV PEQUENOS GENIOS,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,66.0,73.0,139.0,0.0,0.0,4,1,ALEXANDRINA MALISANO DE LIMA,800,,JARDIM HERCULANO,4920000,-23.69512408,-46.75672281,,0.0
933,COLEGIO MARIA MAE DO VERBO ENCARNADO,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,31.0,23.0,54.0,0.0,0.0,4,1,VICENTE STRICHALSKY,659,,JARDIM GUACURI,4475072,-23.70392923,-46.63268348,,0.0
934,CR P CONV ASAS DE ALGODAO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,55.0,62.0,117.0,0.0,0.0,4,1,SAO MARINHO,19,,VILA FORMOSA,3359010,-23.56870384,-46.5508763,,0.0
935,CR P CONV VIVER E APRENDER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,61.0,108.0,0.0,0.0,4,1,INACIO MONTEIRO,38,,JARDIM SAO PAULOZONA LESTE,8490000,-23.58987395,-46.38117725,,0.0
936,CR P CONV VIVER E APRENDER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,61.0,108.0,0.0,0.0,4,1,INACIO MONTEIRO,38,,JARDIM SAO PAULOZONA LESTE,8490000,-23.5354,-46.6001,,0.0
937,CR P CONV VIVER E APRENDER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,53.0,105.0,0.0,0.0,4,1,RODRIGO DE MENEZES,62,66,CATUMBI,3020040,-23.58987395,-46.38117725,,0.0
938,CR P CONV VIVER E APRENDER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,53.0,105.0,0.0,0.0,4,1,RODRIGO DE MENEZES,62,66,CATUMBI,3020040,-23.5354,-46.6001,,0.0
939,CR P CONV CANTINHO MAGICO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,44.0,44.0,88.0,0.0,0.0,4,1,JOAO CRISPINIANO SOARES,175,,PARQUE BOA ESPERANCA,8341010,-23.4555,-46.7329,,0.0
940,CR P CONV CANTINHO MAGICO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,40.0,40.0,80.0,0.0,0.0,4,1,PEDRO ROGET,246,,JARDIM VIVAN,2993160,-23.4555,-46.7329,,0.0
941,CR P CONV AURORA BOREAL,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,38.0,40.0,78.0,0.0,0.0,4,1,CAPITAOMOR LAZARO DA COSTA,42,,JARDIM SAO FRANCISCO,8390260,-23.62732,-46.44697667,0.0,0.0
942,PARQUE JARDIM HELENA,205.0,11.0,14.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,113.0,103.0,216.0,0.0,0.0,2,1,KUMAKI AOKI,1390,,JARDIM HELENA,8090370,-23.48021303,-46.41451816,0.06481481481481481,216.0
943,CR P CONV RAIO DE SOL,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,61.0,63.0,124.0,0.0,0.0,4,1,DOUTOR FREDERICO MARTINS DA COSTA CARVALHO,475,,JARDIM PLANALTO,3984140,-23.60627667,-46.51343333,0.0,0.0
944,CR P CONV RAIO DE SOL,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,61.0,63.0,124.0,0.0,0.0,4,1,DOUTOR FREDERICO MARTINS DA COSTA CARVALHO,475,,JARDIM PLANALTO,3984140,-23.5364,-46.5356,0.0,0.0
945,CR P CONV RAIO DE SOL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,37.0,69.0,0.0,0.0,4,1,MOISES MARX,1071,,VILA ARICANDUVA,3507000,-23.60627667,-46.51343333,,0.0
946,CR P CONV RAIO DE SOL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,37.0,69.0,0.0,0.0,4,1,MOISES MARX,1071,,VILA ARICANDUVA,3507000,-23.5364,-46.5356,,0.0
948,COLEGIO CAMINHOS E COLINAS,261.0,119.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,273.0,395.0,668.0,0.0,1.0,4,1,JOSE VIEIRA MARTINS,270,,PEDREIRA,4466025,-23.69214686,-46.65688215,0.0,380.0
949,COLEGIO COSTA AGUIAR BABY4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,40.0,31.0,71.0,0.0,0.0,4,1,CANTAGALO,2459,"2465, 2469",VILA GOMES CARDIM,3319002,-23.54237306,-46.55029159,,0.0
950,CR P CONV RUACH,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,105.0,105.0,210.0,0.0,0.0,4,1,APENINOS,155,,ACLIMACAO,1533000,-23.56916413,-46.63868199,0.0,0.0
951,ESCOLA LUMINOVA UNIDADE BARRA FUNDA,212.0,91.0,0.0,0.0,179.0,1.0,1.0,1.0,1.0,0.0,1.0,227.0,250.0,477.0,0.0,0.0,4,1,INHAUMA,129,133,VARZEA DA BARRA FUNDA,1139020,-23.52068951,-46.66287253,0.0,303.0
952,COLEGIO FAMILIA MAKTUB,0.0,0.0,12.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,26.0,28.0,54.0,0.0,0.0,4,1,CONEGO MACARIO DE ALMEIDA,178,,JARDIM SANTA ADELIA,3970000,-23.61368067,-46.48024289,0.0,0.0
953,ESC PART CRESCER ILUMINANDO OS CAMINHOS C E,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,6.0,11.0,0.0,0.0,4,1,ROBERTO SAMPAIO FERREIRA,63,,JARDIM GERMANIA,5848150,-23.65742392,-46.76326907,,0.0
954,CR P CONV JULIA SAPUCAIA,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,107.0,120.0,227.0,0.0,0.0,4,1,GIBOIUCUS,86,,LAJEADO,8451300,-23.54242188,-46.39513752,0.0,0.0
955,CR P CONV QUATRO PILARES DA EDUCACAO I,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,30.0,44.0,74.0,0.0,0.0,4,1,GONCALO LOPES DE CAMARGO,29,,JARDIM FANGANIELLO,8450560,-23.54513581,-46.38929694,0.0,0.0
956,CR P CONV QUATRO PILARES DA EDUCACAO II,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,30.0,30.0,60.0,0.0,0.0,4,1,BERILO DA FONSECA NEVES,206,,JARDIM PEROLA I,8474310,-23.5834076,-46.38532934,0.0,0.0
957,ESCOLA TROPICAL,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,26.0,16.0,42.0,0.0,0.0,4,1,MIGUEL RACHID,816,,VILA PARANAGUA,3808130,-23.49451281,-46.47131067,0.0,0.0
958,CEI INDIR NOVO IPE I,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,188.0,223.0,411.0,0.0,0.0,4,1,PROFESSOR OSCAR CAMPIGLIA,431,,PARQUE IPE,5762230,-23.64254167,-46.762305,,0.0
959,CR P CONV CANTINHO ESTRELADO,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,54.0,41.0,95.0,0.0,0.0,4,1,DO M BOI MIRIM,10340,,PARQUE DO LAGO,4948030,-23.73274281,-46.78675636,0.0,0.0
960,ESCOLA MENINO JESUS,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,11.0,17.0,28.0,0.0,0.0,4,1,FABIANO ALVES,357,,PARQUE DA VILA PRUDENTE,3139010,-23.58701503,-46.57646591,,0.0
961,ESCOLA INFANTUS,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,33.0,30.0,63.0,0.0,0.0,4,1,PASSO DA PATRIA,787,,BELA ALIANCA,5085000,-23.5281826,-46.7258542,,0.0
962,CR P CONV SANTO ANTONIO - JARDIM DOM JOSE,0.0,0.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,33.0,33.0,66.0,0.0,0.0,4,1,ACAFRAODATERRA,12,,JARDIM DOM JOSE,5887180,-23.68001627,-46.79797179,0.0,0.0
963,CR P CONV ABELHINHA DOURADA I,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,29.0,41.0,70.0,0.0,0.0,4,1,MANUEL DE SIQUEIRA,35,,JARDIM SANTA EDWIGES CAPELA DO SOCORRO,4913010,-23.67512256,-46.74233684,,0.0
964,CEI INDIR SANTA EDWIGES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,59.0,75.0,134.0,0.0,0.0,4,1,SEBASTIAO SENRET,15,,GUARAPIRANGA,4911030,-23.67628146,-46.74189099,,0.0
965,CR P CONV SAO MIGUEL ARCANJO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,83.0,93.0,176.0,0.0,0.0,4,1,DE ITAPECERICA,8845,,CAPAO REDONDO,5858003,-23.68429551,-46.79872281,,0.0
966,CR P CONV SAO MIGUEL ARCANJO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,46.0,79.0,0.0,0.0,4,1,HENRIQUE ALVIM CORREIA,4,,JARDIM WILMA FLOR,8473475,-23.68429551,-46.79872281,,0.0
967,CR P CONV NOSSA SENHORA APARECIDA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,35.0,35.0,70.0,0.0,0.0,4,1,VIRURI,185,,JARDIM ALFREDO,4909070,-23.67768333,-46.73692667,,0.0
968,CR P CONV NOSSA SENHORA APARECIDA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,35.0,35.0,70.0,0.0,0.0,4,1,VIRURI,185,,JARDIM ALFREDO,4909070,-23.69614055,-46.6989329,,0.0
969,CR P CONV NOSSA SENHORA APARECIDA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,35.0,35.0,70.0,0.0,0.0,4,1,VIRURI,185,,JARDIM ALFREDO,4909070,-23.66188858,-46.76729281,,0.0
970,CR P CONV NOSSA SENHORA APARECIDA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,130.0,117.0,247.0,0.0,0.0,4,1,LUCIANO FELICIO BIONDO,230,,JARDIM CRISTAL,4777140,-23.67768333,-46.73692667,,0.0
971,CR P CONV NOSSA SENHORA APARECIDA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,130.0,117.0,247.0,0.0,0.0,4,1,LUCIANO FELICIO BIONDO,230,,JARDIM CRISTAL,4777140,-23.69614055,-46.6989329,,0.0
972,CR P CONV NOSSA SENHORA APARECIDA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,130.0,117.0,247.0,0.0,0.0,4,1,LUCIANO FELICIO BIONDO,230,,JARDIM CRISTAL,4777140,-23.66188858,-46.76729281,,0.0
973,CR P CONV NOSSA SENHORA APARECIDA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,28.0,45.0,73.0,0.0,0.0,4,1,LUIS DA FONSECA GALVAO,136,,PARQUE MARIA HELENA,5855300,-23.67768333,-46.73692667,,0.0
974,CR P CONV NOSSA SENHORA APARECIDA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,28.0,45.0,73.0,0.0,0.0,4,1,LUIS DA FONSECA GALVAO,136,,PARQUE MARIA HELENA,5855300,-23.69614055,-46.6989329,,0.0
975,CR P CONV NOSSA SENHORA APARECIDA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,28.0,45.0,73.0,0.0,0.0,4,1,LUIS DA FONSECA GALVAO,136,,PARQUE MARIA HELENA,5855300,-23.66188858,-46.76729281,,0.0
976,ESCOLA LUMINOVA UNIDADE BOM RETIRO,177.0,98.0,0.0,0.0,249.0,1.0,1.0,1.0,1.0,0.0,1.0,218.0,225.0,443.0,0.0,0.0,4,1,PRATES,782 E 790,,BOM RETIRO,1121000,-23.52720004,-46.63481957,0.0,275.0
978,CR P CONV PEDRO E MARIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,284.0,288.0,572.0,0.0,0.0,4,1,FELIPE CARRILLO PUERTO,220,,JARDIM IAE,5890000,-23.66748999,-46.78522576,,0.0
979,ESCOLA ADVENTISTA DE EDUCACAO INFANTIL DE VILA MATILDE,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,136.0,118.0,254.0,0.0,0.0,4,1,CORONEL BENTO JOSE DE CARVALHO,103,,VILA MATILDE,3516010,-23.54025641,-46.52476754,,0.0
980,ESC PART IDE ESCOLA DE DESENVOLVIMENTO INFANTIL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,15.0,6.0,21.0,0.0,0.0,4,1,PADRE JOSE GARZOTTI,431,,CIDADE DUTRA,4806000,-23.7112938,-46.70218121,,0.0
981,ESC PART ESTACAO DOS SONHOS EDUCACAO INFANTIL,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,7.0,7.0,14.0,0.0,0.0,4,1,DOUTOR OSCAR ANDRADE LEMOS,439,,PARQUE AMERICA,4822040,-23.73038493,-46.6917802,0.0,0.0
982,CR P CONV ANA DE FATIMA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,49.0,54.0,103.0,0.0,0.0,4,1,CONSTELACAO DO CORVO,49,49,JARDIM CASA GRANDE,4865020,-23.77696002,-46.71735404,,0.0
983,ESCOLA DE CIENCIAS DA SAUDE SANTA JOANA,0.0,1.0,2.0,5.0,13.0,1.0,1.0,1.0,1.0,0.0,1.0,14.0,3.0,0.0,17.0,0.0,4,1,DOUTOR EDUARDO AMARO,225,152  10º ANDAR,PARAISO,4104080,-23.57527833,-46.63822667,7.0,1.0
984,CEI INDIR JARDIM MANACAS,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,81.0,153.0,0.0,0.0,4,1,SAO ROQUE DO PARAGUACU,335,,VILA QUINTANA,4837150,-23.75911131,-46.66593728,0.0,0.0
985,RED HOUSE INTERNACIONAL SCHOOL UNIDADE II,33.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,112.0,110.0,222.0,0.0,0.0,4,1,BARROS,539,,SANTA CECILIA,1232001,-23.54283613,-46.66435006,0.0,33.0
986,ESCOLA LUMINOVA,239.0,123.0,0.0,0.0,100.0,1.0,1.0,1.0,1.0,0.0,1.0,266.0,256.0,522.0,0.0,0.0,4,1,IBITIRAMA,447,,VILA PRUDENTE,3134001,-23.58567395,-46.58388139,0.0,362.0
987,COLEGIO EMILIA MARIA,61.0,3.0,20.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,135.0,163.0,298.0,0.0,0.0,4,1,TEODORO BERNARDO DO NASCIMENTO,626,,JARDIM ROBRU,8150000,-23.51783156,-46.41115392,0.3125,64.0
988,ESCOLA ABERTA DE SAO PAULO,13.0,0.0,0.0,19.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,41.0,47.0,88.0,0.0,0.0,4,1,SANTA CRESCENCIA,443,,FERREIRA,5524020,-23.59744676,-46.74533,1.4615384615384615,13.0
989,CEI INDIR JARDIM LALLO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,100.0,82.0,182.0,0.0,0.0,4,1,JOSE RUFINO DA SILVA,152,,JARDIM PRIMAVERA ZONA SUL,4812230,-23.71048133,-46.68557112,,0.0
990,CR P CONV ELIANA E SUA TURMINHA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,107.0,86.0,193.0,0.0,0.0,4,1,GUILHERME FLORENCE,224,226,JARDIM IPE,5797320,-23.65162667,-46.77178333,,0.0
991,CR P CONV LIBERTARIOS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,98.0,101.0,199.0,0.0,0.0,4,1,AGNUS DEI,62,,JARDIM SAO BENTO NOVO,5882320,-23.68097284,-46.78288188,,0.0
992,CR P CONV AGUAS DE MARCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,293.0,284.0,577.0,0.0,0.0,4,1,SERRA DO ESPINHACO,778,LOTE 28 A 30 QUADRA,JARDIM AMALIA,5890280,-23.66388538,-46.78749424,,0.0
993,ESC PART GERACAO CONQUISTA COLEGIO,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,11.0,14.0,0.0,0.0,4,1,LEBLON,59,,JARDIM DOS LAGOS,4771050,-23.67930456,-46.71080539,,0.0
994,EMEI PARQUE BRASIL,0.0,0.0,8.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,238.0,275.0,513.0,0.0,0.0,3,1,DONA BELMIRA MARIN,3411,,PARQUE BRASIL,4846010,-23.75226635,-46.68305146,0.0,0.0
995,COLEGIO CONSTELACAO BABY UNIDADE II,0.0,0.0,5.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,19.0,15.0,34.0,0.0,0.0,4,1,MOHAMED IBRAHIN SALEH,421,,CIDADE NOVA SAO MIGUEL,8042130,-23.5052098,-46.43588757,0.0,0.0
996,CR P CONV DANDINHA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,136.0,125.0,261.0,0.0,0.0,4,1,VIRIATO CORREIA,S/N,LOTE 7 QUADRA 20,FAZENDA MORUMBI,5656040,-23.61363592,-46.71953235,,0.0
997,EDUCACIONAL PENHA,0.0,3.0,24.0,6.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,897.0,1044.0,0.0,0.0,0.0,4,1,HELOISA PENTEADO,327,,VILA ESPERANCA,3649010,-23.52432947,-46.52210996,10.0,3.0
998,CR P CONV VOVO CECILIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,69.0,92.0,161.0,0.0,0.0,4,1,NICOLO DI PIETRO,205,,JARDIM DOM JOSE,5886150,-23.68106959,-46.79309497,,0.0
999,CEI INDIR NOSSA SENHORA DAS GRACAS - INSTITUTO CIO DA TERRA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,81.0,77.0,158.0,0.0,0.0,4,1,SANTA RITA DO SAPUCAI,215,,JARDIM TUPI,4939170,-23.68954966,-46.76941616,,0.0
1000,CR P CONV PRIMEIROS PASSOS,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,158.0,177.0,335.0,0.0,0.0,4,1,ALBERTO VICENTE CARDOSO,335,,JARDIM THOMAZ,5833030,-23.5982,-46.7813,0.0,0.0
1001,CR P CONV PRIMEIROS PASSOS,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,158.0,177.0,335.0,0.0,0.0,4,1,ALBERTO VICENTE CARDOSO,335,,JARDIM THOMAZ,5833030,-23.508,-46.5311,0.0,0.0
1002,CR P CONV PRIMEIROS PASSOS,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,158.0,177.0,335.0,0.0,0.0,4,1,ALBERTO VICENTE CARDOSO,335,,JARDIM THOMAZ,5833030,-23.5393995,-46.4291474,0.0,0.0
1003,CR P CONV PRIMEIROS PASSOS,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,158.0,177.0,335.0,0.0,0.0,4,1,ALBERTO VICENTE CARDOSO,335,,JARDIM THOMAZ,5833030,-23.4802,-46.6787,0.0,0.0
1004,CR P CONV PRIMEIROS PASSOS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,65.0,56.0,121.0,0.0,0.0,4,1,ENGENHEIRO HEITOR ANTONIO EIRAS GARCIA,5985,,JARDIM ESMERALDA,5564200,-23.5982,-46.7813,,0.0
1005,CR P CONV PRIMEIROS PASSOS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,65.0,56.0,121.0,0.0,0.0,4,1,ENGENHEIRO HEITOR ANTONIO EIRAS GARCIA,5985,,JARDIM ESMERALDA,5564200,-23.508,-46.5311,,0.0
1006,CR P CONV PRIMEIROS PASSOS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,65.0,56.0,121.0,0.0,0.0,4,1,ENGENHEIRO HEITOR ANTONIO EIRAS GARCIA,5985,,JARDIM ESMERALDA,5564200,-23.5393995,-46.4291474,,0.0
1007,CR P CONV PRIMEIROS PASSOS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,65.0,56.0,121.0,0.0,0.0,4,1,ENGENHEIRO HEITOR ANTONIO EIRAS GARCIA,5985,,JARDIM ESMERALDA,5564200,-23.4802,-46.6787,,0.0
1008,CR P CONV PRIMEIROS PASSOS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,29.0,24.0,53.0,0.0,0.0,4,1,ESTILAC,271,,VILA MARTE,4250090,-23.5982,-46.7813,,0.0
